🕘️更新时间,#genre#
CCTV-5+,http://www.rongrong.me:14022/rtp/233.18.204.67:5140
CCTV-5+,http://123.179.62.99:4022/rtp/239.29.1.10:5001
CCTV-6,https://live.264788.xyz/channel/cctv6?streamid=96b266d033a2053c5fbd0fea4afae12b&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-6,http://124.112.189.1:4022/rtp/238.1.78.172:7248
CCTV-6,http://125.108.167.166:7776/rtp/233.50.201.198:5140
CCTV-6,http://1.192.242.239:8188/rtp/239.16.20.6:10060
CCTV-6,http://115.171.216.40:4000/rtp/225.1.8.84:8000
CCTV-6,http://125.108.166.16:7776/rtp/233.50.201.198:5140
CCTV-6,http://124.112.241.196:4022/rtp/238.1.78.172:7248
CCTV-6,http://123.179.62.99:4022/rtp/239.29.1.135:5000
CCTV-7,http://124.112.241.196:4022/rtp/238.1.78.239:7784
CCTV-7,http://125.108.167.166:7776/rtp/233.50.201.120:5140
CCTV-7,http://125.108.166.16:7776/rtp/233.50.201.120:5140
CCTV-7,http://1.192.242.239:8188/rtp/239.16.20.51:10510
CCTV-7,http://123.179.62.99:4022/rtp/239.29.0.117:5000
CCTV-7,http://115.171.216.32:4000/rtp/225.1.8.7:8104
CCTV-7,http://www.liangcl.top:8686/rtp/233.50.200.102:5140
CCTV-7,http://115.171.216.40:4000/rtp/225.1.8.7:8104
CCTV-8,http://124.112.189.1:4022/rtp/238.1.78.173:7256
CCTV-8,http://124.112.241.196:4022/rtp/238.1.78.173:7256
CCTV-8,http://125.108.167.166:7776/rtp/233.50.201.199:5140
CCTV-8,http://115.171.216.32:4000/rtp/225.1.8.85:8000
CCTV-8,http://1.192.242.239:8188/rtp/239.16.20.8:10080
CCTV-8,http://www.sclvip.top:8787/rtp/239.49.8.77:8000
CCTV-8,http://125.108.166.16:7776/rtp/233.50.201.199:5140
CCTV-8,http://123.179.62.99:4022/rtp/239.29.1.136:5000
CCTV-8,http://115.171.216.40:4000/rtp/225.1.8.85:8000
CCTV-8,http://125.125.234.143:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,http://124.112.189.1:4022/rtp/238.1.78.240:7792
CCTV-9,http://124.112.241.196:4022/rtp/238.1.78.240:7792
CCTV-9,http://naslmd2.myqnapcloud.com:4022/rtp/239.3.1.62:8112
CCTV-9,http://115.171.216.32:4000/rtp/225.1.8.9:8112
CCTV-9,http://125.108.167.166:7776/rtp/233.50.201.121:5140
CCTV-9,http://125.108.166.16:7776/rtp/233.50.201.121:5140
CCTV-9,http://1.192.242.239:8188/rtp/239.16.20.9:10090
CCTV-9,http://115.171.216.40:4000/rtp/225.1.8.9:8112
CCTV-9,http://123.179.62.99:4022/rtp/239.29.0.118:5000
CCTV-10,http://124.112.189.1:4022/rtp/238.1.78.241:7800
CCTV-10,http://124.112.241.196:4022/rtp/238.1.78.241:7800
CCTV-10,http://115.171.216.32:4000/rtp/225.1.8.10:8116
CCTV-10,http://115.171.216.40:4000/rtp/225.1.8.10:8116
CCTV-10,http://1.192.242.239:8188/rtp/239.16.20.10:10100
CCTV-10,http://125.108.167.166:7776/rtp/233.50.201.122:5140
CCTV-10,http://125.108.166.16:7776/rtp/233.50.201.122:5140
CCTV-10,http://123.179.62.99:4022/rtp/239.29.0.119:5000
CCTV-10,https://cdn4.skygo.mn/live/disk1/CCTV-10/HLSv3-FTA/CCTV-10.m3u8
CCTV-10,http://114.243.99.254:8888/rtp/239.3.1.63:8116
CCTV-11,http://124.112.241.196:4022/rtp/238.1.78.206:7502
CCTV-11,http://115.171.216.32:4000/rtp/225.1.8.73:8120
CCTV-11,http://115.171.216.40:4000/rtp/225.1.8.73:8120
CCTV-11,http://www.sclvip.top:8787/rtp/239.49.0.127:8000
CCTV-11,http://1.192.242.239:8188/rtp/239.16.20.11:10110
CCTV-11,http://123.179.62.99:4022/rtp/239.29.0.205:5000
CCTV-11,http://125.108.167.166:7776/rtp/233.50.200.132:5140
CCTV-11,http://125.108.166.16:7776/rtp/233.50.200.132:5140
CCTV-11,http://114.243.99.254:8888/rtp/239.3.1.152:8120
CCTV-12,http://124.112.241.196:4022/rtp/238.1.78.242:7808
CCTV-12,http://www.sclvip.top:8787/rtp/239.49.8.55:9822
CCTV-12,http://125.108.167.166:7776/rtp/233.50.201.123:5140
CCTV-12,http://1.192.242.239:8188/rtp/239.16.20.12:10120
CCTV-12,http://125.108.166.16:7776/rtp/233.50.201.123:5140
CCTV-12,http://115.171.216.40:4000/rtp/225.1.8.12:8124
CCTV-12,http://123.179.62.99:4022/rtp/239.29.0.120:5000
CCTV-12,http://home.amucn.net:8800/rtp/239.49.8.55:9822
CCTV-13,https://live.264788.xyz/channel/cctv13?streamid=625d6041e8ff594aef93d7ee5d8a98f3&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-13,http://124.112.241.196:4022/rtp/238.1.79.35:4392
CCTV-13,http://124.112.189.1:4022/rtp/238.1.79.35:4392
CCTV-13,http://115.171.216.40:4000/rtp/225.1.8.168:8130
CCTV-13,http://125.108.167.166:7776/rtp/233.50.201.246:5140
CCTV-13,http://1.192.242.239:8188/rtp/239.16.20.13:10130
CCTV-13,http://125.108.166.16:7776/rtp/233.50.201.246:5140
CCTV-13,http://115.171.216.32:4000/rtp/225.1.8.168:8130
CCTV-13,http://123.179.62.99:4022/rtp/239.29.1.123:5000
CCTV-13,http://111.196.134.175:20000/rtp/239.3.1.124:8128
CCTV-14,http://124.112.189.1:4022/rtp/238.1.78.243:7816
CCTV-14,http://115.171.216.40:4000/rtp/225.1.8.14:8132
CCTV-14,http://125.108.166.16:7776/rtp/233.50.201.124:5140
CCTV-14,http://1.192.242.239:8188/rtp/239.16.20.14:10140
CCTV-14,http://125.108.167.166:7776/rtp/233.50.201.124:5140
CCTV-14,http://123.179.62.99:4022/rtp/239.29.0.121:5000
CCTV-14,http://124.112.241.196:4022/rtp/238.1.78.243:7816
CCTV-14,http://www.liangcl.top:8686/rtp/233.50.200.103:5140
CCTV-15,http://124.112.241.196:4022/rtp/238.1.78.222:7648
CCTV-15,http://115.171.216.40:4000/rtp/225.1.8.74:8136
CCTV-15,http://1.192.242.239:8188/rtp/239.16.20.15:10150
CCTV-15,http://115.171.216.32:4000/rtp/225.1.8.74:8136
CCTV-15,http://123.179.62.99:4022/rtp/239.29.0.206:5000
CCTV-15,http://125.108.166.16:7776/rtp/233.50.200.133:5140
CCTV-15,http://125.108.167.166:7776/rtp/233.50.200.133:5140
CCTV-16,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001258/index.m3u8
CCTV-16,https://live.264788.xyz/channel/cctv164k?streamid=aac7972bcf1975e8346c9af0508a7c01&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV-16,http://125.108.167.166:7776/rtp/233.50.201.192:5140
CCTV-16,http://125.108.166.16:7776/rtp/233.50.201.192:5140
CCTV-16,http://home.amucn.net:8800/rtp/239.49.8.31:8000
CCTV-16,http://n2.192372.xyz:8888/rtp/239.3.1.184:8001
CCTV-17,https://live.264788.xyz/channel/cctv17
CCTV-17,http://home.szjim.top:4000/udp/239.77.1.121:5146
CCTV-17,http://124.112.189.1:4022/rtp/238.1.78.178:7296
CCTV-17,http://115.171.216.40:4000/rtp/225.1.8.17:8144
CCTV-17,http://115.171.216.32:4000/rtp/225.1.8.17:8144
CCTV-17,http://1.192.242.239:8188/rtp/239.16.20.7:10070
CCTV-17,http://123.179.62.99:4022/rtp/239.29.1.145:5000
CCTV-17,http://124.112.241.196:4022/rtp/238.1.78.178:7296
CCTV-17,http://125.108.166.16:7776/rtp/233.50.200.113:5140
CCTV-17,http://125.108.167.166:7776/rtp/233.50.200.113:5140
CETV-1,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cetv1hd
CETV-1,http://107.150.60.122/live/cetv1hd.m3u8
CETV-1,http://38.75.136.137:98/gslb/dsdqbv/cetv1hd.m3u8?auth=test20251009
CETV-3,http://198.204.228.26/live/cetv3.m3u8
CETV-3,http://38.75.136.137:98/gslb/dsdqpub/cetv3.m3u8?auth=testpub
CETV-3,http://192.151.150.154/live/cetv3.m3u8
CETV-3,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cetv3
CETV-3,http://107.150.60.122/live/cetv3.m3u8
CETV-3,http://183.220.107.138:4022/rtp/239.11.0.247:5140
CETV-4,http://121.10.7.16:4000/rtp/239.253.43.40:5146
CETV-4,http://183.222.15.202:4321/rtp/239.11.0.248:5140
CETV-4,http://tv.zhangzp.top:4022/udp/239.125.1.110:4120
CETV-4,https://satellitepull.cnr.cn/live/wx32nmgyygb/playlist.m3u8
CCTV-4K,http://125.108.167.166:7776/rtp/233.50.201.226:5140
CCTV-4K,http://125.108.166.16:7776/rtp/233.50.201.226:5140
老故事,http://c.123.rr.kg/163189/cwjd
老故事,http://f.123.rr.kg/163189/cwjd
中学生,http://keke.kandiantv.cn/migu720p.php?id=708869532
中学生,http://113.26.251.182:8009/hls/66/index.m3u8
中学生,http://e1.woc.iiiya.cn:18888/rtp/239.61.3.73:9956
中学生,http://t.061899.xyz/tl/tl.php?id=zxs
中学生,http://183.11.239.36:808/hls/24/index.m3u8
中学生,http://113.65.7.6:7088/rtp/239.77.1.195:5146

全国卫视,#genre#
湖北卫视,https://live.264788.xyz/channel/hubeiweishi?streamid=08d72c3923d4678347468aefd5ed9877&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
湖北卫视,http://115.171.216.40:4000/udp/225.1.8.47:8044
湖北卫视,http://115.171.216.32:4000/udp/225.1.8.47:8044
湖北卫视,http://124.112.189.1:4022/rtp/238.1.78.168:7216
湖北卫视,http://1.192.242.239:8188/rtp/239.16.20.87:10870
湖北卫视,http://125.108.166.16:7776/rtp/233.50.201.114:5140
湖北卫视,http://125.108.167.166:7776/rtp/233.50.201.114:5140
湖北卫视,http://124.112.241.196:4022/rtp/238.1.78.168:7216
湖北卫视,http://123.179.62.99:4022/rtp/239.29.0.107:5000
湖南卫视,http://mag.trexlive.me:80/play/live.php?extension=ts&mac=00:1A:79:7E:2F:ED&stream=1919436
湖南卫视,http://125.108.166.16:7776/rtp/233.50.202.106:5140
湖南卫视,http://115.171.216.32:4000/udp/225.1.8.41:8012
湖南卫视,http://115.171.216.40:4000/udp/225.1.8.41:8012
湖南卫视,http://124.112.189.1:4022/rtp/238.1.78.160:7152
湖南卫视,http://124.112.241.196:4022/rtp/238.1.78.160:7152
湖南卫视,http://1.192.242.239:8188/rtp/239.16.20.72:10720
湖南卫视,http://125.108.167.166:7776/rtp/233.50.201.103:5140
湖南卫视,http://123.179.62.99:4022/rtp/239.29.0.90:5000
湖南卫视,http://satellitepull.cnr.cn/live/wx32hunws/playlist.m3u8
北京卫视,https://live.264788.xyz/channel/beijingweishi?streamid=f37b9c719ec0ddf230c854b7ef08c7b9&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
北京卫视,http://115.171.216.32:4000/udp/225.1.8.120:8002
北京卫视,http://115.171.216.40:4000/rtp/225.1.8.128:8002
北京卫视,http://125.108.167.166:7776/rtp/233.50.202.100:5140
北京卫视,http://125.108.166.16:7776/rtp/233.50.202.100:5140
北京卫视,http://www.sclvip.top:8787/rtp/239.49.8.11:9414
北京卫视,http://221111.best:8012/rtp/239.3.1.241:8000
北京卫视,http://triq.cc:8012/rtp/239.3.1.241:8000
北京卫视,http://tianlibiao.org.cn:9090/rtp/239.3.1.241:8000
北京卫视,http://naslmd2.myqnapcloud.com:4022/rtp/239.3.1.241:8000
浙江卫视,https://live.264788.xyz/channel/zhejiangweishi?streamid=f48e0bb7d67c931727ebb8fcd97bdfd3&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
浙江卫视,https://zwebl02.cztv.com/live/channel011080Pnew.m3u8?auth_key=2524708799-ca798ce95dda85537a46f2eb5be537be-0-ec2283c392de5aa07c72e770576478bb
浙江卫视,http://124.112.189.1:4022/rtp/238.1.78.164:7184
浙江卫视,http://115.171.216.40:4000/udp/225.1.8.46:8036
浙江卫视,http://1.192.242.239:8188/rtp/239.16.20.71:10710
浙江卫视,http://115.171.216.32:4000/rtp/225.1.8.46:8036
浙江卫视,http://125.108.167.166:7776/rtp/233.50.200.145:5140
浙江卫视,http://125.108.166.16:7776/rtp/233.50.201.100:5140
浙江卫视,http://124.112.241.196:4022/rtp/238.1.78.164:7184
浙江卫视,http://123.179.62.99:4022/rtp/239.29.0.96:5000
山东卫视,https://live.264788.xyz/channel/shandongweishi?streamid=bf9b7f517ea933966a973fa582f07137&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
山东卫视,http://115.171.216.40:4000/udp/225.1.8.50:8052
山东卫视,http://124.112.189.1:4022/rtp/238.1.78.169:7224
山东卫视,http://115.171.216.32:4000/udp/225.1.8.50:8052
山东卫视,http://124.112.241.196:4022/rtp/238.1.78.169:7224
山东卫视,http://1.192.242.239:8188/rtp/239.16.20.80:10800
山东卫视,http://123.179.62.99:4022/rtp/239.29.0.106:5000
山东卫视,http://125.108.167.166:7776/rtp/233.50.200.127:5140
山东卫视,http://125.108.166.16:7776/rtp/233.50.200.127:5140
山东卫视,http://hiliu.myds.me:18088/rtp/239.69.1.69:10054
天津卫视,http://115.171.216.40:4000/udp/225.1.8.48:8044
天津卫视,http://115.171.216.32:4000/udp/225.1.8.48:8044
天津卫视,http://1.192.242.239:8188/rtp/239.16.20.96:10960
天津卫视,http://125.108.167.166:7776/rtp/233.50.201.104:5140
天津卫视,http://125.108.166.16:7776/rtp/233.50.200.104:5140
天津卫视,http://123.179.62.99:4022/rtp/239.29.0.98:5000
天津卫视,http://hiliu.myds.me:18088/rtp/239.69.1.68:10048
深圳卫视,http://115.171.216.32:4000/rtp/225.1.8.43:8020
深圳卫视,http://124.112.241.196:4022/rtp/238.1.78.156:7120
深圳卫视,http://1.192.242.239:8188/rtp/239.16.20.77:10770
深圳卫视,http://125.108.167.166:7776/rtp/233.50.201.101:5140
深圳卫视,http://125.108.166.16:7776/rtp/233.50.201.101:5140
深圳卫视,http://www.sclvip.top:8787/rtp/239.49.8.15:9430
深圳卫视,http://123.179.62.99:4022/rtp/239.29.0.105:5000
重庆卫视,http://124.112.241.196:4022/rtp/238.1.78.31:6176
重庆卫视,http://115.171.216.32:4000/udp/225.1.8.172:8162
重庆卫视,http://115.171.216.40:4000/udp/225.1.8.172:8162
重庆卫视,http://125.108.167.166:7776/rtp/233.50.200.114:5140
重庆卫视,http://1.192.242.239:8188/rtp/239.16.20.79:10790
重庆卫视,http://125.108.166.16:7776/rtp/233.50.200.114:5140
重庆卫视,http://123.179.62.99:4022/rtp/239.29.0.99:5000
重庆卫视,http://home.amucn.net:8800/rtp/239.49.8.57:9830
重庆卫视,http://125.125.234.143:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://mag.trexlive.me:80/play/live.php?extension=ts&mac=00:1A:79:7E:2F:ED&stream=1919401
东方卫视,http://124.112.189.1:4022/rtp/238.1.78.163:7176
东方卫视,http://124.112.241.196:4022/rtp/238.1.78.163:7176
东方卫视,http://115.171.216.32:4000/udp/225.1.8.45:8032
东方卫视,http://115.171.216.40:4000/udp/225.1.8.45:8032
东方卫视,http://125.108.166.16:7776/rtp/233.50.201.125:5140
东方卫视,http://125.108.167.166:7776/rtp/233.50.201.125:5140
东方卫视,http://1.192.242.239:8188/rtp/239.16.20.73:10730
东方卫视,http://123.179.62.99:4022/rtp/239.29.0.97:5000
东方卫视,http://hiliu.myds.me:18088/rtp/239.254.96.142:8926
安徽卫视,https://live.264788.xyz/channel/anhuiweishi?streamid=8f6ba7f0abf067bd6d93c7b58ec3d86f&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
安徽卫视,http://mag.trexlive.me:80/play/live.php?extension=ts&mac=00:1A:79:7E:2F:ED&stream=1919481
安徽卫视,http://124.112.241.196:4022/rtp/238.1.79.27:4328
安徽卫视,http://124.112.189.1:4022/rtp/238.1.78.150:7072
安徽卫视,http://115.171.216.32:4000/udp/225.1.8.52:8064
安徽卫视,http://1.192.242.239:8188/rtp/239.16.20.75:10750
安徽卫视,http://115.171.216.40:4000/udp/225.1.8.52:8064
安徽卫视,http://123.179.62.99:4022/rtp/239.29.0.81:5000
安徽卫视,http://125.108.167.166:7776/rtp/233.50.200.106:5140
安徽卫视,http://125.108.166.16:7776/rtp/233.50.200.106:5140
东南卫视,https://live.264788.xyz/channel/dongnanweishi?streamid=413b61f1d39c255162de35c161674037&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
东南卫视,http://115.171.216.32:4000/udp/225.1.8.79:8148
东南卫视,http://115.171.216.40:4000/udp/225.1.8.79:8148
东南卫视,http://1.192.242.239:8188/rtp/239.16.20.82:10820
东南卫视,http://125.108.166.16:7776/rtp/233.50.201.146:5140
东南卫视,http://125.108.167.166:7776/rtp/233.50.201.146:5140
东南卫视,http://www.sclvip.top:8787/rtp/239.49.8.112:8000
东南卫视,http://satellitepull.cnr.cn/live/wx32fjws/playlist.m3u8
东南卫视,http://124.112.241.196:4022/rtp/238.1.78.22:6104
东南卫视,http://125.125.234.143:9901/tsfile/live/0137_1.m3u8
广东卫视,https://live.264788.xyz/channel/guangdongweishi?streamid=b323fb591a326baffd8c4e4a5d48ba30&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
广东卫视,http://115.171.216.32:4000/udp/225.1.8.49:8048
广东卫视,http://115.171.216.40:4000/udp/225.1.8.49:8048
广东卫视,http://1.192.242.239:8188/rtp/239.16.20.98:10980
广东卫视,http://125.108.167.166:7776/rtp/233.50.200.126:5140
广东卫视,http://125.108.166.16:7776/rtp/233.50.200.126:5140
广东卫视,http://123.179.62.99:4022/rtp/239.29.0.123:5000
广东卫视,http://home.amucn.net:8800/rtp/239.49.8.13:9422
贵州卫视,https://live.264788.xyz/channel/guizhouweishi
贵州卫视,http://115.171.216.40:4000/udp/225.1.8.77:8076
贵州卫视,http://115.171.216.32:4000/udp/225.1.8.77:8076
贵州卫视,http://124.112.241.196:4022/rtp/238.1.78.244:7824
贵州卫视,http://1.192.242.239:8188/rtp/239.16.20.81:10810
贵州卫视,http://125.108.167.166:7776/rtp/233.50.201.142:5140
贵州卫视,http://123.179.62.99:4022/rtp/239.29.0.104:5000
贵州卫视,http://satellitepull.cnr.cn/live/wx32gzws/playlist.m3u8
河北卫视,https://live.264788.xyz/channel/hebeiweishi?streamid=e664e97bdd2913ff29e71a8924b02712&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
河北卫视,http://115.171.216.40:4000/udp/225.1.8.76:8002
河北卫视,http://124.112.189.1:4022/rtp/238.1.78.245:7832
河北卫视,http://115.171.216.32:4000/udp/225.1.8.76:8002
河北卫视,http://1.192.242.239:8188/rtp/239.16.20.88:10880
河北卫视,http://www.liangcl.top:8686/rtp/233.50.201.140:5140
河北卫视,http://123.179.62.99:4022/rtp/239.29.0.124:5000
河北卫视,http://125.108.166.16:7776/rtp/233.50.200.105:5140
河北卫视,http://125.108.167.166:7776/rtp/233.50.200.105:5140
黑龙江卫视,https://live.264788.xyz/channel/heilongjiangweishi?streamid=70e7900a371f6cb721786924bfba0418&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
黑龙江卫视,http://115.171.216.40:4000/udp/225.1.8.42:8016
黑龙江卫视,http://115.171.216.32:4000/rtp/225.1.8.42:8016
黑龙江卫视,http://124.112.241.196:4022/rtp/238.1.78.159:7144
黑龙江卫视,http://125.108.166.16:7776/rtp/233.50.200.189:5140
黑龙江卫视,http://125.108.167.166:7776/rtp/233.50.200.189:5140
黑龙江卫视,http://123.179.62.99:4022/rtp/239.29.0.91:5000
黑龙江卫视,http://1.192.242.239:8188/rtp/239.16.20.99:10990
吉林卫视,http://124.112.189.1:4022/rtp/238.1.79.48:4496
吉林卫视,http://1.192.242.239:8188/rtp/239.16.20.94:10940
吉林卫视,http://124.112.241.196:4022/rtp/238.1.79.48:4496
吉林卫视,http://125.108.167.166:7776/rtp/233.50.200.164:5140
吉林卫视,http://125.108.166.16:7776/rtp/233.50.200.164:5140
吉林卫视,http://123.179.62.99:4022/rtp/239.29.1.125:5000
江苏卫视,https://live.264788.xyz/channel/jiangsuweishi?streamid=5e7875e596c34b83f5defc985b52c5f9&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
江苏卫视,http://mag.trexlive.me:80/play/live.php?extension=ts&mac=00:1A:79:7E:2F:ED&stream=1919431
江苏卫视,http://124.112.189.1:4022/rtp/238.1.78.165:7192
江苏卫视,http://124.112.241.196:4022/rtp/238.1.78.165:7192
江苏卫视,http://125.108.166.16:7776/rtp/233.50.201.106:5140
江苏卫视,http://1.192.242.239:8188/rtp/239.16.20.74:10740
江苏卫视,http://125.108.167.166:7776/rtp/233.50.201.106:5140
江苏卫视,http://satellitepull.cnr.cn/live/wx32jsws/playlist.m3u8
江苏卫视,http://115.171.216.40:4000/udp/225.1.8.44:8028
江苏卫视,http://123.179.62.99:4022/rtp/239.29.0.102:5000
江西卫视,https://live.264788.xyz/channel/jiangxiweishi
江西卫视,http://124.112.189.1:4022/rtp/238.1.78.26:6136
江西卫视,http://115.171.216.40:4000/udp/225.1.8.171:8166
江西卫视,http://1.192.242.239:8188/rtp/239.16.20.89:10890
江西卫视,http://115.171.216.32:4000/udp/225.1.8.171:8166
江西卫视,http://125.108.166.16:7776/rtp/233.50.200.119:5140
江西卫视,http://125.108.167.166:7776/rtp/233.50.200.119:5140
辽宁卫视,http://124.112.241.196:4022/rtp/238.1.78.21:6096
辽宁卫视,http://115.171.216.40:4000/udp/225.1.8.51:8056
辽宁卫视,http://woc.iiiya.cn:18888/rtp/239.61.2.181:9074
辽宁卫视,http://124.112.189.1:4022/rtp/238.1.78.21:6096
辽宁卫视,http://www.liangcl.top:8686/rtp/233.50.201.141:5140
辽宁卫视,http://1.192.242.239:8188/rtp/239.16.20.95:10950
云南卫视,https://live.264788.xyz/channel/yunnanweishi?streamid=76ef482fc0c398954c105fa4a73b21f2&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
云南卫视,http://home.szjim.top:4000/udp/239.253.43.37:5146
云南卫视,http://1.192.242.239:8188/rtp/239.16.20.85:10850
云南卫视,http://125.108.166.16:7776/rtp/233.50.200.115:5140
云南卫视,http://125.108.167.166:7776/rtp/233.50.200.115:5140
云南卫视,http://124.112.241.196:4022/rtp/238.1.78.89:6584
云南卫视,http://home.amucn.net:8800/rtp/239.49.0.177:8000
河南卫视,https://live.264788.xyz/channel/henanweishi?streamid=dcdac731c38e259d3931e4f3127849c4&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
河南卫视,http://124.112.241.196:4022/rtp/238.1.79.65:4632
河南卫视,http://1.192.242.239:8188/rtp/239.16.20.21:10210
河南卫视,http://125.108.167.166:7776/rtp/233.50.201.144:5140
河南卫视,http://125.108.166.16:7776/rtp/233.50.201.144:5140
广西卫视,https://live.264788.xyz/channel/guangxiweishi?streamid=b3bc55706bd074b608a3b955fbffea4b&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
广西卫视,http://www.liangcl.top:8686/rtp/233.50.200.136:5140
广西卫视,http://1.192.242.239:8188/rtp/239.16.20.84:10840
广西卫视,http://125.108.166.16:7776/rtp/233.50.200.136:5140
广西卫视,http://124.112.241.196:4022/rtp/238.1.78.70:6432
四川卫视,https://live.264788.xyz/channel/sichuanweishi4k
四川卫视,http://124.112.241.196:4022/rtp/238.1.78.30:6168
四川卫视,http://125.108.167.166:7776/rtp/233.50.201.139:5140
四川卫视,http://1.192.242.239:8188/rtp/239.16.20.86:10860
